gain	loss	cert	gamble	outcome	cond	subjID
4	-1.5	0	1	4	1	19
10	-5	0	1	10	1	19
10	-3.75	0	1	10	1	19
6	-4.5	0	1	-4.5	1	19
12	-19.5	0	0	0	1	19
5	-4.38	0	1	-4.38	1	19
8	-11	0	0	0	1	19
2	-0.75	0	1	2	1	19
2	-1.5	0	1	-1.5	1	19
6	-6.75	0	0	0	1	19
4	-6	0	0	0	1	19
10	-16.25	0	1	-16.25	1	19
12	-15	0	1	-15	1	19
6	-5.25	0	1	6	1	19
12	-21	0	0	0	1	19
4	-3	0	1	4	1	19
12	-22.5	0	1	12	1	19
2	-3.75	0	0	0	1	19
6	-12	0	0	0	1	19
5	-8.13	0	0	0	1	19
10	-8.75	0	1	-8.75	1	19
12	-6	0	1	-6	1	19
5	-5	0	1	-5	1	19
22	0	10	1	22	1	19
12	-13.5	0	1	12	1	19
8	-7	0	1	8	1	19
4	-3.5	0	1	-3.5	1	19
9	-12.38	0	0	0	1	19
10	-7.5	0	1	-7.5	1	19
26	0	10	1	26	1	19
12	-4.5	0	1	-4.5	1	19
8	-15	0	0	0	1	19
2	-1.75	0	1	2	1	19
12	0	6	1	0	1	19
9	-3.38	0	1	-3.38	1	19
2	-3	0	0	0	1	19
9	-5.63	0	1	-5.63	1	19
2	-3.5	0	0	0	1	19
8	-12	0	0	0	1	19
10	-18.75	0	0	0	1	19
4	0	2	1	4	1	19
2	-2.25	0	0	0	1	19
9	-2.25	0	1	-2.25	1	19
10	-13.75	0	0	0	1	19
28	0	13	1	0	1	19
4	-2.5	0	1	4	1	19
9	-15.75	0	0	0	1	19
10	-15	0	0	0	1	19
10	-10	0	1	10	1	19
9	-18	0	0	0	1	19
12	-24	0	0	0	1	19
13	0	5	1	13	1	19
5	-1.88	0	1	-1.88	1	19
4	-4.5	0	0	0	1	19
9	-7.88	0	0	0	1	19
9	-9	0	0	0	1	19
25	0	9	1	0	1	19
12	-12	0	0	0	1	19
6	-2.25	0	1	6	1	19
8	-5	0	1	-5	1	19
4	-5.5	0	0	0	1	19
2	-1.25	0	0	0	1	19
9	-13.5	0	0	0	1	19
9	-4.5	0	1	9	1	19
10	-11.25	0	0	0	1	19
6	-3	0	1	-3	1	19
10	-2.5	0	1	-2.5	1	19
12	0	4	1	12	1	19
10	-20	0	0	0	1	19
5	-3.75	0	0	0	1	19
9	-10.13	0	0	0	1	19
4	-7	0	0	0	1	19
12	-10.5	0	1	-10.5	1	19
8	-16	0	0	0	1	19
4	-7.5	0	0	0	1	19
8	0	3	1	8	1	19
6	-10.5	0	0	0	1	19
6	-9.75	0	0	0	1	19
5	-8.75	0	0	0	1	19
5	-2.5	0	1	-2.5	1	19
13	0	6	1	0	1	19
23	0	10	0	10	1	19
8	-4	0	1	-4	1	19
9	-11.25	0	0	0	1	19
5	-6.88	0	0	0	1	19
4	-4	0	1	4	1	19
10	-17.5	0	0	0	1	19
8	-13	0	0	0	1	19
26	0	12	1	0	1	19
6	-8.25	0	0	0	1	19
9	-14.63	0	0	0	1	19
8	-2	0	1	-2	1	19
10	-6.25	0	1	-6.25	1	19
8	-14	0	0	0	1	19
12	0	5	1	0	1	19
8	-10	0	0	0	1	19
30	0	12	1	0	1	19
5	-7.5	0	0	0	1	19
5	0	2	1	0	1	19
6	-3.75	0	1	6	1	19
6	-6	0	1	-6	1	19
4	-2	0	1	-2	1	19
12	-7.5	0	1	-7.5	1	19
5	-6.25	0	0	0	1	19
4	-5	0	0	0	1	19
2	-2.75	0	0	0	1	19
2	-2	0	1	2	1	19
6	-9	0	0	0	1	19
5	-3.13	0	1	5	1	19
12	-9	0	1	-9	1	19
4	-8	0	0	0	1	19
4	-1	0	1	4	1	19
2	0	1	1	2	1	19
9	-16.88	0	0	0	1	19
8	-6	0	1	-6	1	19
2	-0.5	0	1	-0.5	1	19
6	-7.5	0	0	0	1	19
8	-3	0	1	8	1	19
12	-3	0	1	12	1	19
5	-9.38	0	0	0	1	19
6	-9.75	0	0	0	1	20
12	-13.5	0	0	0	1	20
8	-7	0	1	8	1	20
10	-7.5	0	1	-7.5	1	20
2	-2.25	0	1	2	1	20
6	-8.25	0	1	-8.25	1	20
10	-16.25	0	0	0	1	20
3	0	1	0	1	1	20
4	-3	0	1	4	1	20
8	-2	0	1	-2	1	20
4	-2.5	0	1	4	1	20
5	-5.63	0	1	-5.63	1	20
5	0	2	0	2	1	20
30	0	12	0	12	1	20
9	-4.5	0	1	9	1	20
4	-7.5	0	0	0	1	20
26	0	10	1	26	1	20
10	-6.25	0	1	-6.25	1	20
2	-4	0	0	0	1	20
4	-5	0	1	4	1	20
5	-1.88	0	1	-1.88	1	20
23	0	10	0	10	1	20
8	-3	0	1	8	1	20
8	-12	0	0	0	1	20
10	-2.5	0	1	-2.5	1	20
5	-8.13	0	0	0	1	20
8	-9	0	1	-9	1	20
2	-3	0	1	-3	1	20
9	-11.25	0	1	9	1	20
9	-12.38	0	0	0	1	20
12	-15	0	1	-15	1	20
8	-10	0	0	0	1	20
4	-1	0	1	4	1	20
8	0	3	0	3	1	20
4	-3.5	0	0	0	1	20
8	-8	0	1	-8	1	20
10	-11.25	0	1	10	1	20
10	-5	0	1	10	1	20
9	-13.5	0	0	0	1	20
2	-0.75	0	1	2	1	20
5	-4.38	0	0	0	1	20
2	-1.5	0	1	-1.5	1	20
2	-3.75	0	0	0	1	20
5	-3.75	0	1	5	1	20
9	-16.88	0	0	0	1	20
9	-3.38	0	1	-3.38	1	20
5	-10	0	0	0	1	20
26	0	12	0	12	1	20
5	-9.38	0	0	0	1	20
6	-1.5	0	1	-1.5	1	20
10	-10	0	1	10	1	20
2	-1.25	0	0	0	1	20
9	-14.63	0	0	0	1	20
6	-4.5	0	1	-4.5	1	20
5	-5	0	1	-5	1	20
5	-7.5	0	0	0	1	20
8	-13	0	0	0	1	20
5	-3.13	0	1	5	1	20
8	-5	0	1	-5	1	20
8	-11	0	1	8	1	20
6	-6.75	0	1	6	1	20
5	-8.75	0	0	0	1	20
2	0	1	0	1	1	20
9	-5.63	0	1	-5.63	1	20
6	-6	0	1	-6	1	20
4	-5.5	0	0	0	1	20
6	-3	0	1	-3	1	20
12	-19.5	0	0	0	1	20
10	-13.75	0	0	0	1	20
10	-8.75	0	1	-8.75	1	20
5	-6.88	0	1	-6.88	1	20
6	-7.5	0	0	0	1	20
10	-12.5	0	1	-12.5	1	20
9	-6.75	0	1	-6.75	1	20
4	-6	0	0	0	1	20
8	-4	0	1	-4	1	20
2	-1	0	0	0	1	20
12	-24	0	0	0	1	20
12	-6	0	1	-6	1	20
2	-2	0	1	2	1	20
4	-7	0	0	0	1	20
12	-9	0	0	0	1	20
6	-11.25	0	1	6	1	20
25	0	10	0	10	1	20
28	0	13	0	13	1	20
2	-2.75	0	1	-2.75	1	20
12	-10.5	0	0	0	1	20
8	-14	0	0	0	1	20
4	-6.5	0	0	0	1	20
4	0	2	0	2	1	20
10	-15	0	1	10	1	20
12	0	5	0	5	1	20
10	-18.75	0	0	0	1	20
12	-3	0	1	12	1	20
4	-4	0	0	0	1	20
9	-7.88	0	0	0	1	20
9	-2.25	0	1	-2.25	1	20
2	-1.75	0	0	0	1	20
12	0	6	0	6	1	20
5	-2.5	0	1	-2.5	1	20
4	-4.5	0	1	4	1	20
8	-6	0	0	0	1	20
12	-18	0	0	0	1	20
12	-16.5	0	0	0	1	20
22	0	10	0	10	1	20
12	-21	0	0	0	1	20
12	-4.5	0	1	-4.5	1	20
12	-12	0	1	-12	1	20
19	0	8	0	8	1	20
2	-2.5	0	1	2	1	20
12	0	4	0	4	1	20
4	-2	0	1	-2	1	20
9	-9	0	0	0	1	20
9	-10.13	0	0	0	1	20
6	-2.25	0	1	6	1	20
2	-0.5	0	1	-0.5	1	20
10	-3.75	0	1	10	1	20
13	0	5	0	5	1	20
4	-1.5	0	1	4	1	20
5	-1.25	0	1	5	1	20
6	-9	0	0	0	1	20
10	-17.5	0	0	0	1	20
6	-12	0	0	0	1	20
6	-5.25	0	0	0	1	20
12	-22.5	0	0	0	1	20
8	-16	0	0	0	1	20
9	-15.75	0	0	0	1	20
10	-20	0	0	0	1	20
13	0	6	0	6	1	20
4	-8	0	0	0	1	20
12	-7.5	0	1	-7.5	1	20
9	-18	0	0	0	1	20
2	-3.25	0	1	2	1	20
7	0	3	0	3	1	20
6	-3.75	0	1	6	1	20
5	-6.25	0	0	0	1	20
8	-15	0	0	0	1	20
25	0	9	0	9	1	20
2	-3.5	0	0	0	1	20
6	-10.5	0	0	0	1	20
9	-10.13	0	0	0	1	21
12	-10.5	0	0	0	1	21
25	0	10	1	25	1	21
4	-7	0	0	0	1	21
9	-7.88	0	0	0	1	21
5	-3.13	0	1	5	1	21
5	-8.13	0	0	0	1	21
8	-7	0	0	0	1	21
12	-6	0	1	-6	1	21
12	-24	0	0	0	1	21
12	-21	0	0	0	1	21
4	-2.5	0	1	4	1	21
6	-9	0	0	0	1	21
10	-15	0	0	0	1	21
8	-6	0	1	-6	1	21
13	0	6	1	0	1	21
6	-12	0	0	0	1	21
6	-4.5	0	1	-4.5	1	21
9	-16.88	0	0	0	1	21
10	-18.75	0	0	0	1	21
9	-3.38	0	1	-3.38	1	21
6	-9.75	0	0	0	1	21
2	-1.75	0	0	0	1	21
5	0	2	1	0	1	21
8	-5	0	1	-5	1	21
8	-9	0	0	0	1	21
12	0	6	1	0	1	21
12	0	4	1	12	1	21
2	-2.5	0	0	0	1	21
6	-3	0	1	-3	1	21
10	-7.5	0	0	0	1	21
5	-2.5	0	1	-2.5	1	21
5	-3.75	0	0	0	1	21
10	-3.75	0	1	10	1	21
2	-3	0	0	0	1	21
10	-6.25	0	0	0	1	21
4	-7.5	0	0	0	1	21
8	-16	0	0	0	1	21
5	-6.25	0	0	0	1	21
4	0	2	1	4	1	21
10	-11.25	0	0	0	1	21
5	-6.88	0	0	0	1	21
5	-7.5	0	0	0	1	21
26	0	12	1	0	1	21
8	-13	0	0	0	1	21
4	-4.5	0	0	0	1	21
8	-10	0	0	0	1	21
6	-3.75	0	1	6	1	21
5	-5.63	0	0	0	1	21
9	-18	0	0	0	1	21
12	-13.5	0	0	0	1	21
7	0	3	1	0	1	21
8	-14	0	0	0	1	21
2	-1.5	0	1	-1.5	1	21
10	-2.5	0	1	-2.5	1	21
13	0	5	1	13	1	21
9	-15.75	0	0	0	1	21
8	-12	0	0	0	1	21
28	0	13	1	0	1	21
6	-7.5	0	0	0	1	21
10	-16.25	0	0	0	1	21
12	-7.5	0	0	0	1	21
5	-5	0	0	0	1	21
2	-2	0	0	0	1	21
22	0	10	1	22	1	21
2	-1	0	1	2	1	21
3	0	1	1	3	1	21
4	-5.5	0	0	0	1	21
2	-2.25	0	0	0	1	21
6	-2.25	0	1	6	1	21
4	-6.5	0	0	0	1	21
9	-12.38	0	0	0	1	21
10	-13.75	0	0	0	1	21
10	-17.5	0	0	0	1	21
4	-5	0	0	0	1	21
9	-11.25	0	0	0	1	21
10	-10	0	0	0	1	21
2	-3.25	0	0	0	1	21
5	-8.75	0	0	0	1	21
5	-10	0	0	0	1	21
9	-2.25	0	1	-2.25	1	21
6	-6.75	0	0	0	1	21
12	-16.5	0	0	0	1	21
9	-14.63	0	0	0	1	21
4	-8	0	0	0	1	21
6	-5.25	0	0	0	1	21
12	-12	0	0	0	1	21
4	-1	0	1	4	1	21
12	-15	0	0	0	1	21
4	-3.5	0	0	0	1	21
2	-1.25	0	1	-1.25	1	21
30	0	12	1	0	1	21
12	-19.5	0	0	0	1	21
12	-3	0	1	12	1	21
5	-1.25	0	1	5	1	21
5	-1.88	0	1	-1.88	1	21
2	-3.5	0	0	0	1	21
12	-9	0	0	0	1	21
10	-20	0	0	0	1	21
8	-4	0	1	-4	1	21
12	0	5	1	0	1	21
2	0	1	1	2	1	21
4	-1.5	0	1	4	1	21
2	-3.75	0	0	0	1	21
6	-10.5	0	0	0	1	21
4	-2	0	1	-2	1	21
23	0	10	1	0	1	21
12	-18	0	0	0	1	21
6	-8.25	0	0	0	1	21
26	0	10	1	26	1	21
10	-8.75	0	0	0	1	21
2	-0.75	0	1	2	1	21
5	-9.38	0	0	0	1	21
25	0	9	1	0	1	21
9	-4.5	0	1	9	1	21
10	-5	0	1	10	1	21
2	-4	0	0	0	1	21
2	-2.75	0	0	0	1	21
4	-6	0	0	0	1	21
10	-12.5	0	0	0	1	21
12	-22.5	0	0	0	1	21
4	-4	0	0	0	1	21
2	-0.5	0	1	-0.5	1	21
8	-2	0	1	-2	1	21
4	-3	0	0	0	1	21
6	-11.25	0	0	0	1	21
8	-15	0	0	0	1	21
8	-11	0	0	0	1	21
12	-4.5	0	1	-4.5	1	21
19	0	8	1	19	1	21
6	-6	0	0	0	1	21
5	-4.38	0	0	0	1	21
9	-9	0	0	0	1	21
6	-1.5	0	1	-1.5	1	21
9	-13.5	0	0	0	1	21
9	-5.63	0	0	0	1	21
8	-8	0	0	0	1	21
8	0	3	1	8	1	21
8	-3	0	1	8	1	21
9	-11.25	0	0	0	1	22
8	-16	0	0	0	1	22
9	-5.63	0	0	0	1	22
9	-4.5	0	1	9	1	22
2	-2	0	0	0	1	22
12	-19.5	0	0	0	1	22
4	-4.5	0	0	0	1	22
2	-3.75	0	0	0	1	22
2	-2.25	0	0	0	1	22
12	-4.5	0	1	-4.5	1	22
9	-10.13	0	0	0	1	22
12	-3	0	1	12	1	22
10	-17.5	0	0	0	1	22
5	-4.38	0	0	0	1	22
5	-7.5	0	0	0	1	22
6	-11.25	0	0	0	1	22
2	-1.5	0	0	0	1	22
9	-6.75	0	0	0	1	22
4	-7	0	0	0	1	22
8	-7	0	0	0	1	22
2	-1.75	0	0	0	1	22
2	-1	0	0	0	1	22
10	-6.25	0	1	-6.25	1	22
6	-6.75	0	0	0	1	22
9	-2.25	0	1	-2.25	1	22
2	-0.75	0	1	2	1	22
12	0	4	1	12	1	22
6	-3	0	0	0	1	22
3	0	1	1	3	1	22
2	-3	0	0	0	1	22
10	-13.75	0	1	-13.75	1	22
6	-2.25	0	1	6	1	22
5	-1.88	0	1	-1.88	1	22
12	-13.5	0	0	0	1	22
22	0	10	1	22	1	22
9	-12.38	0	0	0	1	22
26	0	10	0	10	1	22
12	-10.5	0	0	0	1	22
10	-2.5	0	1	-2.5	1	22
25	0	10	1	25	1	22
9	-15.75	0	0	0	1	22
7	0	3	1	0	1	22
10	-10	0	1	10	1	22
12	-15	0	0	0	1	22
12	0	6	0	6	1	22
6	-4.5	0	0	0	1	22
8	-13	0	0	0	1	22
10	-16.25	0	0	0	1	22
5	-1.25	0	0	0	1	22
4	-4	0	0	0	1	22
5	-3.75	0	0	0	1	22
6	-8.25	0	0	0	1	22
8	-15	0	0	0	1	22
8	-8	0	0	0	1	22
2	-2.75	0	0	0	1	22
6	-12	0	0	0	1	22
2	0	1	0	1	1	22
2	-1.25	0	1	-1.25	1	22
9	-18	0	0	0	1	22
6	-9	0	0	0	1	22
10	-8.75	0	0	0	1	22
4	-7.5	0	0	0	1	22
13	0	6	1	0	1	22
10	-11.25	0	0	0	1	22
4	-3	0	1	4	1	22
10	-5	0	0	0	1	22
8	-2	0	1	-2	1	22
4	-2.5	0	1	4	1	22
2	-3.5	0	0	0	1	22
2	-2.5	0	0	0	1	22
6	-3.75	0	0	0	1	22
8	-3	0	1	8	1	22
2	-3.25	0	1	2	1	22
8	-9	0	0	0	1	22
6	-6	0	0	0	1	22
8	-11	0	0	0	1	22
5	-8.75	0	0	0	1	22
6	-9.75	0	0	0	1	22
12	-24	0	0	0	1	22
4	-6.5	0	0	0	1	22
5	-10	0	0	0	1	22
30	0	12	1	0	1	22
12	-18	0	0	0	1	22
9	-9	0	1	9	1	22
5	-5	0	0	0	1	22
5	-9.38	0	0	0	1	22
10	-12.5	0	0	0	1	22
10	-18.75	0	0	0	1	22
5	-2.5	0	1	-2.5	1	22
9	-14.63	0	0	0	1	22
28	0	13	0	13	1	22
5	-6.88	0	0	0	1	22
4	-3.5	0	1	-3.5	1	22
12	-16.5	0	1	12	1	22
5	-8.13	0	0	0	1	22
9	-16.88	0	0	0	1	22
9	-3.38	0	1	-3.38	1	22
12	0	5	1	0	1	22
4	-8	0	0	0	1	22
8	-12	0	0	0	1	22
8	-4	0	0	0	1	22
2	-4	0	0	0	1	22
12	-9	0	0	0	1	22
4	-1.5	0	1	4	1	22
6	-10.5	0	0	0	1	22
5	-3.13	0	0	0	1	22
10	-15	0	1	10	1	22
23	0	10	0	10	1	22
12	-7.5	0	0	0	1	22
2	-0.5	0	1	-0.5	1	22
4	0	2	1	4	1	22
6	-1.5	0	0	0	1	22
4	-1	0	1	4	1	22
10	-20	0	0	0	1	22
12	-22.5	0	0	0	1	22
25	0	9	1	0	1	22
13	0	5	1	13	1	22
6	-5.25	0	0	0	1	22
9	-13.5	0	0	0	1	22
5	0	2	0	2	1	22
12	-6	0	1	-6	1	22
5	-6.25	0	0	0	1	22
10	-3.75	0	1	10	1	22
9	-7.88	0	0	0	1	22
8	-6	0	0	0	1	22
4	-5.5	0	0	0	1	22
19	0	8	1	19	1	22
10	-7.5	0	0	0	1	22
4	-6	0	1	4	1	22
8	-14	0	0	0	1	22
8	0	3	1	8	1	22
12	-21	0	0	0	1	22
4	-2	0	0	0	1	22
4	-5	0	0	0	1	22
6	-7.5	0	0	0	1	22
12	-12	0	0	0	1	22
8	-5	0	1	-5	1	22
26	0	12	1	0	1	22
8	-10	0	1	-10	1	22
5	-5.63	0	1	-5.63	1	22
2	-1	0	1	2	1	23
9	-6.75	0	1	-6.75	1	23
2	-4	0	0	0	1	23
2	-3.25	0	0	0	1	23
4	-6.5	0	1	-6.5	1	23
5	-5.63	0	0	0	1	23
8	-8	0	1	-8	1	23
12	-18	0	1	12	1	23
2	-2.5	0	1	2	1	23
3	0	1	1	3	1	23
12	-16.5	0	1	12	1	23
10	-12.5	0	0	0	1	23
5	-1.25	0	1	5	1	23
19	0	8	1	19	1	23
8	-9	0	0	0	1	23
5	-10	0	0	0	1	23
25	0	10	1	25	1	23
7	0	3	1	0	1	23
6	-11.25	0	0	0	1	23
6	-1.5	0	1	-1.5	1	23
4	-1.5	0	1	4	1	23
10	-5	0	1	10	1	23
10	-3.75	0	1	10	1	23
6	-4.5	0	1	-4.5	1	23
12	-19.5	0	0	0	1	23
5	-4.38	0	1	-4.38	1	23
8	-11	0	0	0	1	23
2	-0.75	0	1	2	1	23
2	-1.5	0	1	-1.5	1	23
6	-6.75	0	0	0	1	23
4	-6	0	1	4	1	23
10	-16.25	0	0	0	1	23
12	-15	0	0	0	1	23
6	-5.25	0	1	6	1	23
12	-21	0	0	0	1	23
4	-3	0	1	4	1	23
12	-22.5	0	0	0	1	23
2	-3.75	0	1	-3.75	1	23
6	-12	0	0	0	1	23
5	-8.13	0	0	0	1	23
10	-8.75	0	1	-8.75	1	23
12	-6	0	0	0	1	23
5	-5	0	1	-5	1	23
22	0	10	0	10	1	23
12	-13.5	0	0	0	1	23
8	-7	0	0	0	1	23
4	-3.5	0	1	-3.5	1	23
9	-12.38	0	0	0	1	23
10	-7.5	0	0	0	1	23
26	0	10	1	26	1	23
12	-4.5	0	1	-4.5	1	23
8	-15	0	0	0	1	23
2	-1.75	0	1	2	1	23
12	0	6	0	6	1	23
9	-3.38	0	1	-3.38	1	23
2	-3	0	1	-3	1	23
9	-5.63	0	0	0	1	23
2	-3.5	0	1	-3.5	1	23
8	-12	0	1	8	1	23
10	-18.75	0	0	0	1	23
4	0	2	1	4	1	23
2	-2.25	0	1	2	1	23
9	-2.25	0	1	-2.25	1	23
10	-13.75	0	0	0	1	23
28	0	13	0	13	1	23
4	-2.5	0	1	4	1	23
9	-15.75	0	0	0	1	23
10	-15	0	0	0	1	23
10	-10	0	1	10	1	23
9	-18	0	0	0	1	23
12	-24	0	0	0	1	23
13	0	5	1	13	1	23
5	-1.88	0	1	-1.88	1	23
4	-4.5	0	1	4	1	23
9	-7.88	0	0	0	1	23
9	-9	0	0	0	1	23
25	0	9	1	0	1	23
12	-12	0	0	0	1	23
6	-2.25	0	1	6	1	23
8	-5	0	1	-5	1	23
4	-5.5	0	0	0	1	23
2	-1.25	0	1	-1.25	1	23
9	-13.5	0	0	0	1	23
9	-4.5	0	1	9	1	23
10	-11.25	0	0	0	1	23
6	-3	0	1	-3	1	23
10	-2.5	0	1	-2.5	1	23
12	0	4	0	4	1	23
10	-20	0	0	0	1	23
5	-3.75	0	1	5	1	23
9	-10.13	0	0	0	1	23
4	-7	0	0	0	1	23
12	-10.5	0	0	0	1	23
8	-16	0	0	0	1	23
4	-7.5	0	0	0	1	23
8	0	3	1	8	1	23
6	-10.5	0	0	0	1	23
6	-9.75	0	0	0	1	23
5	-8.75	0	0	0	1	23
5	-2.5	0	1	-2.5	1	23
13	0	6	0	6	1	23
23	0	10	0	10	1	23
8	-4	0	1	-4	1	23
9	-11.25	0	0	0	1	23
5	-6.88	0	0	0	1	23
4	-4	0	1	4	1	23
10	-17.5	0	0	0	1	23
8	-13	0	0	0	1	23
26	0	12	0	12	1	23
6	-8.25	0	0	0	1	23
9	-14.63	0	0	0	1	23
8	-2	0	1	-2	1	23
10	-6.25	0	0	0	1	23
8	-14	0	0	0	1	23
12	0	5	1	0	1	23
8	-10	0	0	0	1	23
30	0	12	0	12	1	23
5	-7.5	0	0	0	1	23
5	0	2	1	0	1	23
6	-3.75	0	0	0	1	23
6	-6	0	0	0	1	23
4	-2	0	1	-2	1	23
12	-7.5	0	0	0	1	23
5	-6.25	0	0	0	1	23
4	-5	0	1	4	1	23
2	-2.75	0	0	0	1	23
2	-2	0	1	2	1	23
6	-9	0	0	0	1	23
5	-3.13	0	1	5	1	23
12	-9	0	0	0	1	23
4	-8	0	0	0	1	23
4	-1	0	1	4	1	23
2	0	1	1	2	1	23
9	-16.88	0	0	0	1	23
8	-6	0	0	0	1	23
2	-0.5	0	1	-0.5	1	23
6	-7.5	0	0	0	1	23
8	-3	0	1	8	1	23
12	-3	0	1	12	1	23
5	-9.38	0	0	0	1	23
6	-9.75	0	0	0	1	24
12	-13.5	0	1	12	1	24
8	-7	0	1	8	1	24
10	-7.5	0	1	-7.5	1	24
2	-2.25	0	0	0	1	24
6	-8.25	0	0	0	1	24
10	-16.25	0	0	0	1	24
3	0	1	1	3	1	24
4	-3	0	1	4	1	24
8	-2	0	1	-2	1	24
4	-2.5	0	1	4	1	24
5	-5.63	0	1	-5.63	1	24
5	0	2	1	0	1	24
30	0	12	1	0	1	24
9	-4.5	0	1	9	1	24
4	-7.5	0	0	0	1	24
26	0	10	1	26	1	24
10	-6.25	0	1	-6.25	1	24
2	-4	0	0	0	1	24
4	-5	0	0	0	1	24
5	-1.88	0	1	-1.88	1	24
23	0	10	0	10	1	24
8	-3	0	1	8	1	24
8	-12	0	0	0	1	24
10	-2.5	0	1	-2.5	1	24
5	-8.13	0	0	0	1	24
8	-9	0	1	-9	1	24
2	-3	0	1	-3	1	24
9	-11.25	0	0	0	1	24
9	-12.38	0	0	0	1	24
12	-15	0	1	-15	1	24
8	-10	0	0	0	1	24
4	-1	0	1	4	1	24
8	0	3	1	8	1	24
4	-3.5	0	1	-3.5	1	24
8	-8	0	1	-8	1	24
10	-11.25	0	0	0	1	24
10	-5	0	1	10	1	24
9	-13.5	0	0	0	1	24
2	-0.75	0	1	2	1	24
5	-4.38	0	1	-4.38	1	24
2	-1.5	0	1	-1.5	1	24
2	-3.75	0	0	0	1	24
5	-3.75	0	1	5	1	24
9	-16.88	0	0	0	1	24
9	-3.38	0	1	-3.38	1	24
5	-10	0	0	0	1	24
26	0	12	1	0	1	24
5	-9.38	0	0	0	1	24
6	-1.5	0	1	-1.5	1	24
10	-10	0	1	10	1	24
2	-1.25	0	1	-1.25	1	24
9	-14.63	0	0	0	1	24
6	-4.5	0	1	-4.5	1	24
5	-5	0	1	-5	1	24
5	-7.5	0	0	0	1	24
8	-13	0	0	0	1	24
5	-3.13	0	1	5	1	24
8	-5	0	1	-5	1	24
8	-11	0	0	0	1	24
6	-6.75	0	0	0	1	24
5	-8.75	0	0	0	1	24
2	0	1	1	2	1	24
9	-5.63	0	1	-5.63	1	24
6	-6	0	1	-6	1	24
4	-5.5	0	0	0	1	24
6	-3	0	1	-3	1	24
12	-19.5	0	0	0	1	24
10	-13.75	0	0	0	1	24
10	-8.75	0	1	-8.75	1	24
5	-6.88	0	0	0	1	24
6	-7.5	0	0	0	1	24
10	-12.5	0	0	0	1	24
9	-6.75	0	1	-6.75	1	24
4	-6	0	0	0	1	24
8	-4	0	1	-4	1	24
2	-1	0	1	2	1	24
12	-24	0	0	0	1	24
12	-6	0	1	-6	1	24
2	-2	0	1	2	1	24
4	-7	0	0	0	1	24
12	-9	0	1	-9	1	24
6	-11.25	0	0	0	1	24
25	0	10	1	25	1	24
28	0	13	1	0	1	24
2	-2.75	0	0	0	1	24
12	-10.5	0	1	-10.5	1	24
8	-14	0	0	0	1	24
4	-6.5	0	0	0	1	24
4	0	2	1	4	1	24
10	-15	0	0	0	1	24
12	0	5	1	0	1	24
10	-18.75	0	0	0	1	24
12	-3	0	1	12	1	24
4	-4	0	1	4	1	24
9	-7.88	0	1	9	1	24
9	-2.25	0	1	-2.25	1	24
2	-1.75	0	1	2	1	24
12	0	6	1	0	1	24
5	-2.5	0	1	-2.5	1	24
4	-4.5	0	0	0	1	24
8	-6	0	1	-6	1	24
12	-18	0	0	0	1	24
12	-16.5	0	0	0	1	24
22	0	10	1	22	1	24
12	-21	0	0	0	1	24
12	-4.5	0	1	-4.5	1	24
12	-12	0	1	-12	1	24
19	0	8	1	19	1	24
2	-2.5	0	0	0	1	24
12	0	4	1	12	1	24
4	-2	0	1	-2	1	24
9	-9	0	1	9	1	24
9	-10.13	0	0	0	1	24
6	-2.25	0	1	6	1	24
2	-0.5	0	1	-0.5	1	24
10	-3.75	0	1	10	1	24
13	0	5	1	13	1	24
4	-1.5	0	1	4	1	24
5	-1.25	0	1	5	1	24
6	-9	0	0	0	1	24
10	-17.5	0	0	0	1	24
6	-12	0	0	0	1	24
6	-5.25	0	1	6	1	24
12	-22.5	0	0	0	1	24
8	-16	0	0	0	1	24
9	-15.75	0	0	0	1	24
10	-20	0	0	0	1	24
13	0	6	1	0	1	24
4	-8	0	0	0	1	24
12	-7.5	0	1	-7.5	1	24
9	-18	0	0	0	1	24
2	-3.25	0	0	0	1	24
7	0	3	1	0	1	24
6	-3.75	0	1	6	1	24
5	-6.25	0	0	0	1	24
8	-15	0	0	0	1	24
25	0	9	1	0	1	24
2	-3.5	0	0	0	1	24
6	-10.5	0	0	0	1	24
9	-10.13	0	1	-10.13	1	25
12	-10.5	0	1	-10.5	1	25
25	0	10	1	25	1	25
4	-7	0	0	0	1	25
9	-7.88	0	1	9	1	25
5	-3.13	0	1	5	1	25
5	-8.13	0	0	0	1	25
8	-7	0	1	8	1	25
12	-6	0	1	-6	1	25
12	-24	0	0	0	1	25
12	-21	0	0	0	1	25
4	-2.5	0	1	4	1	25
6	-9	0	1	-9	1	25
10	-15	0	1	10	1	25
8	-6	0	1	-6	1	25
13	0	6	1	0	1	25
6	-12	0	0	0	1	25
6	-4.5	0	0	0	1	25
9	-16.88	0	1	9	1	25
10	-18.75	0	0	0	1	25
9	-3.38	0	1	-3.38	1	25
6	-9.75	0	1	-9.75	1	25
2	-1.75	0	1	2	1	25
5	0	2	1	0	1	25
8	-5	0	1	-5	1	25
8	-9	0	1	-9	1	25
12	0	6	1	0	1	25
12	0	4	1	12	1	25
2	-2.5	0	1	2	1	25
6	-3	0	0	0	1	25
10	-7.5	0	1	-7.5	1	25
5	-2.5	0	1	-2.5	1	25
5	-3.75	0	1	5	1	25
10	-3.75	0	1	10	1	25
2	-3	0	0	0	1	25
